test_id;corpus_size;test_size;decomposition_size;cv;model_type;dataset;latent_r2_score;output_r2_score;test_id;target;most_imp_corpus_id;most_imp_corpus_weight;most_imp_corpus_target;corpus_ids;corpus_weight;corpus_targets
0;100;10;3;0;ORIGINAL_COMPACT;MNIST;0.8806276585011438;0.9609528905951004;0;7;84;0.8440428;7;[84, 52, 28];[0.8440428, 0.14474061, 0.004813542];[7, 7, 2]
0;100;10;3;0;REIMPLEMENTED;MNIST;0.8762203060364656;0.9403147116371873;0;7;84;0.6441626;7;[84, 52, 91];[0.6441626, 0.101511195, 0.031108884];[7, 7, 7]
2024-02-21-15:12:58;100;10;3;0;ORIGINAL;MNIST;0.8806276585011438;0.9609528905951004;0;7;84;0.8440428;7;[84, 52, 28];[0.8440428, 0.14474061, 0.004813542];[7, 7, 2]
2024-02-21-15:13:06;100;10;3;0;ORIGINAL_COMPACT;MNIST;0.8806276585011438;0.9609528905951004;0;7;84;0.8440428;7;[84, 52, 28];[0.8440428, 0.14474061, 0.004813542];[7, 7, 2]
2024-02-21-15:13:11;100;10;3;0;REIMPLEMENTED;MNIST;0.8762203060364656;0.9403147116371873;0;7;84;0.6441626;7;[84, 52, 91];[0.6441626, 0.101511195, 0.031108884];[7, 7, 7]
2024-02-22-17:08:16;100;10;3;0;ORIGINAL;MNIST;0.8806276585011438;0.9609528905951004;0;7;84;0.8440428;7;[84, 52, 28];[0.8440428, 0.14474061, 0.004813542];[7, 7, 2]
2024-02-22-17:08:23;100;10;3;0;ORIGINAL_COMPACT;MNIST;0.8806276585011438;0.9609528905951004;0;7;84;0.8440428;7;[84, 52, 28];[0.8440428, 0.14474061, 0.004813542];[7, 7, 2]
2024-02-22-17:08:27;100;10;3;0;REIMPLEMENTED;MNIST;0.8762203060364656;0.9403147116371873;0;7;84;0.6441626;7;[84, 52, 91];[0.6441626, 0.101511195, 0.031108884];[7, 7, 7]
2024-02-22-17:10:17;100;10;3;0;ORIGINAL;CaN;0.30132332798769546;0.897823823482666;0;0;22;0.40059683;0;[22, 43, 91];[0.40059683, 0.3102543, 0.28557047];[0, 0, 1]
2024-02-22-17:12:02;100;10;3;0;ORIGINAL_COMPACT;CaN;-7.650663898148522;0.8511795180015518;0;0;4;0.5499262;0;[4, 13, 32];[0.5499262, 0.24071155, 0.20627142];[0, 0, 0]
2024-02-22-17:13:46;100;10;3;0;REIMPLEMENTED;CaN;-0.5795784908571664;0.820701803567992;0;0;16;0.35366356;0;[16, 35, 60];[0.35366356, 0.2850988, 0.20800188];[0, 0, 1]
